Date,Strawberry
7/21/2019,204.74
7/22/2019,277
7/23/2019,276
7/24/2019,219
7/25/2019,204
7/26/2019,216
7/27/2019,232.81
7/28/2019,201.21
7/29/2019,216
7/30/2019,195
7/31/2019,162
8/1/2019,152
8/2/2019,161
8/3/2019,174.02
8/4/2019,165.74
8/5/2019,196
8/6/2019,204
8/7/2019,158
8/8/2019,139
8/9/2019,144
8/10/2019,155.53
8/11/2019,149.53
8/12/2019,158
8/13/2019,179
8/14/2019,154
8/15/2019,138
8/16/2019,147.01
8/17/2019,149.81
8/18/2019,139.84
8/19/2019,163
8/20/2019,177
8/21/2019,134
8/22/2019,136
8/23/2019,130
8/24/2019,147.61
8/25/2019,133.65
8/26/2019,170
8/27/2019,163
8/28/2019,118
8/29/2019,125
8/30/2019,140
8/31/2019,132.81
9/1/2019,135.94
9/2/2019,153.71
9/3/2019,179
9/4/2019,152
9/5/2019,153
9/6/2019,150
9/7/2019,142.33
9/8/2019,146.79
9/9/2019,199
9/10/2019,199
9/11/2019,140
9/12/2019,148
9/13/2019,171
9/14/2019,162.28
9/15/2019,168.21
9/16/2019,212
9/17/2019,213
9/18/2019,212
9/19/2019,173
9/20/2019,171
9/21/2019,174.24
9/22/2019,206.91
9/23/2019,205
9/24/2019,224
9/25/2019,164
9/26/2019,203
9/27/2019,219
9/28/2019,197.14
9/29/2019,221.4
9/30/2019,218
10/1/2019,211
10/2/2019,146
10/3/2019,148
10/4/2019,156
10/5/2019,163.33
10/6/2019,188.19
10/7/2019,200
10/8/2019,222
10/9/2019,170
10/10/2019,158
10/11/2019,185
10/12/2019,183.43
10/13/2019,196.26
10/14/2019,185.11
10/15/2019,185
10/16/2019,138
10/17/2019,163
10/18/2019,153
10/19/2019,146.67
10/20/2019,150.64
10/21/2019,195
10/22/2019,201
10/23/2019,170
10/24/2019,143
10/25/2019,148
10/26/2019,151.69
10/27/2019,170.69
10/28/2019,134
10/29/2019,139
10/30/2019,123
10/31/2019,108
11/1/2019,97
11/2/2019,120.07
11/3/2019,121.77
11/4/2019,137
11/5/2019,136
11/6/2019,109
11/7/2019,101
11/8/2019,140
11/9/2019,140.07
11/10/2019,117.26
11/11/2019,135.85
11/12/2019,150
11/13/2019,128
11/14/2019,96
11/15/2019,103
11/16/2019,102.59
11/17/2019,125.21
11/18/2019,119
11/19/2019,118
